"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"Glorie67274977","Retired, conservative but independent mind- Daughter of military retiree. Please NO LIST--LOYAL TRUMP supporter ‚ù§Ô∏èMAGA ‚ù§Ô∏è",24200,1190,20660,1194,NA,"Glorie",2016-03-19 23:49:24,FALSE,FALSE,"Glorie67274977","","en","711338816582324224",89,FALSE,"http://pbs.twimg.com/profile_images/783438938023297024/oZH32gi2_normal.jpg",NA,NA
"DavidA7808","Proud to be Deploarble! Member of NRA, Christian, Supporter of Military, Police, Animal rights advocate. Pro-Life. Pro-Israel. Proud American. Go Trump!",31015,2994,28799,4991,"https://t.co/5egEzB5ZvY","DavidA",2016-01-18 02:41:24,FALSE,FALSE,"DavidA7808","Austin, TX","en","4776253104",120,FALSE,"http://pbs.twimg.com/profile_images/692525132271742976/g3XjrzrP_normal.jpg",-97.7430608,30.267153
"SharonS72105601","",22707,425,31977,129,NA,"Sharon Stanley",2016-02-23 17:36:59,FALSE,FALSE,"SharonS72105601","","en","702185395404955649",53,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png",NA,NA
"donnalea1788","#MAGA, Christian, Love my country, Love TRUMP, cpa",10726,809,11825,1160,NA,"Love Trump Ì†ºÌ∑∫Ì†ºÌ∑∏",2016-04-11 23:52:20,FALSE,FALSE,"donnalea1788","","en","719674474472210432",22,FALSE,"http://pbs.twimg.com/profile_images/781346251358908416/VcEdzorN_normal.jpg",NA,NA
"USA_Samaritan","",4308,179,9632,349,NA,"American Samaritan",2016-07-16 13:42:22,FALSE,FALSE,"USA_Samaritan","","en","754310205546954757",7,FALSE,"http://pbs.twimg.com/profile_images/755022868891570176/7yGO3tNS_normal.jpg",NA,NA
"debspargo89","Wife, mother, and nana that loves my family and country. Conservative, patriot, guns, limited government, thankful for military.No list. #TrumpStrong",47234,4576,29275,4893,NA,"Proud Patriot Deb",2013-02-17 22:20:27,FALSE,FALSE,"debspargo89","","en","1191313830",125,FALSE,"http://pbs.twimg.com/profile_images/796526571158958081/AtCLgJcl_normal.jpg",NA,NA
"mikehighleysr","News Political News Classic Rock Music Technology & Science Science",11667,244,12113,122,NA,"Michael Highley Sr",2016-07-30 15:59:23,FALSE,FALSE,"mikehighleysr","Ohio, USA","en","759418116816326656",50,FALSE,"http://pbs.twimg.com/profile_images/759442454097473539/D7Ds0xlU_normal.jpg",-82.907123,40.4172871
"kathicolorado","",32223,519,32435,440,NA,"KColorado",2012-07-26 23:23:44,FALSE,FALSE,"kathicolorado","","en","718981142",81,FALSE,"http://pbs.twimg.com/profile_images/705464857114624000/NDs4eyvY_normal.jpg",NA,NA
"CDavisRusso","Christian writer and musician, daughter of Jazz composer William Russo and singer Shelby Jean Davis.",493,72,2553,99,NA,"Camille Davis Russo",2011-03-06 23:26:23,FALSE,FALSE,"CDavisRusso","Chicago","en","261905589",3,FALSE,"http://pbs.twimg.com/profile_images/413729232380891136/vfRG37_-_normal.jpeg",-87.6297982,41.8781136
"willybalters","Go Dolphins. former Stop$$Laundering. Private mortgages work until they don't. stop $$ laundering first...the rest will look after itself.",5995,669,1754,1080,NA,"Paul M",2010-02-10 17:38:13,FALSE,FALSE,"willybalters","Greater Vancouver, British Columbia","en","113091885",25,FALSE,"http://pbs.twimg.com/profile_images/767067102687526912/-SATqd3M_normal.jpg",-123.0824217,49.2501243
"SaveRHomes","Engineer,single Dad: Angry at Gov Apathy w/ Offshore Untaxed $ Real Estate Domination. Anti-Globalization = bring jobs back home #Tax4Nincome #StopTPP #StopQIIP",16584,603,12194,836,NA,"Save R Homes",2011-11-06 05:02:03,FALSE,FALSE,"SaveRHomes","British Columbia, Canada","en","406040240",107,FALSE,"http://pbs.twimg.com/profile_images/599097556581253120/DofYHvc5_normal.jpg",-127.6476206,53.7266683
"PissedOffAnglo","GET OFF MY LAWN


Doing my part 2 #stopislam
Evil..barbaric..sex cult!
#banislam #notmypm #justexit 
#fightforwesterncivilization
add me 2 list . I block",30784,1557,17748,1686,NA,"CANADIAN INFIDEL",2012-04-28 15:20:16,FALSE,FALSE,"PissedOffAnglo","Alberta, Canada","en","565520413",42,FALSE,"http://pbs.twimg.com/profile_images/798253232208285697/rJSq4fXN_normal.jpg",-116.5765035,53.9332706
"lacrossefan4evr","Physician with an attitude. Definitely not Liberal. Enjoy real debate. These are not your great grandparents immigrants. Keep America safe #NRA #MAGA",2787,229,3608,462,NA,"Raging Bull",2009-12-18 13:53:38,FALSE,FALSE,"lacrossefan4evr","Connecticut","en","97670814",3,FALSE,"http://pbs.twimg.com/profile_images/747215999682871296/9nBg-GA3_normal.jpg",-73.087749,41.6032207
"LovecraftianJon","European Conservative and Nationalist millenial student",77,52,3017,147,NA,"John French",2016-10-11 23:40:29,FALSE,FALSE,"LovecraftianJon","Nancy, France","en","785988472259485696",0,FALSE,"http://pbs.twimg.com/profile_images/789089417893965824/RU4GBijj_normal.jpg",6.184417,48.692054
"Mojerrick","",900,180,2607,546,NA,"MO Jerrick",2011-10-11 02:06:07,FALSE,FALSE,"Mojerrick","","en","388621567",1,FALSE,"http://pbs.twimg.com/profile_images/666765466627624965/YMhLTIu__normal.jpg",NA,NA
"AltRight_Batman","Anglo Âçê & Celtic ‚äï. Alt-Right. White Nationalist. Anti: Muslim/Marxist/Commie/Feminist/#WhiteGenocide. Pro #AngloSphere, #DeusVult, #WhitePride Meme War Veteran",795,72,698,332,NA,"Winged Deplorable ‚äï",2016-08-28 13:46:18,FALSE,FALSE,"AltRight_Batman","","en","769893872927330305",9,FALSE,"http://pbs.twimg.com/profile_images/804722569135824896/owL0ECCv_normal.jpg",NA,NA
"ILvPurplepurple","DEAL WITH IT. POLITICAL CORRECTNESS NEEDS TO DIE #M√©Tis #AnimalLover #ProIsrael #Antivaccine #Antihunting #PROTRUMP #AntiTrudeau Oh ya. #MERRYCHRISTMAS",7168,1815,13745,1894,NA,"THE TRUTH OFFENDS...",2011-07-07 01:00:14,FALSE,FALSE,"ILvPurplepurple","Someplace kinda neat sometimes","en","330698512",51,FALSE,"http://pbs.twimg.com/profile_images/722305613850480641/s-WUFebx_normal.jpg",NA,NA
"BloodnSoil","",102,8,49,31,NA,"Pepe",2016-11-19 02:20:40,FALSE,FALSE,"BloodnSoil","","en","799799521488277504",0,FALSE,"http://pbs.twimg.com/profile_images/799804917158383616/XLOu8ZqQ_normal.jpg",NA,NA
"TrumpRebel","#DEPLORABLES #DrainTheSwamp #TRUMP #CONSERVATIVE #TCOT #LNYHBT #TGDN #PATRIOT #NRA #2A #MolonLabe #NorbertHofer",134,672,33,1618,NA,"Trump Rebel Company",2016-11-13 09:42:08,FALSE,FALSE,"TrumpRebel","","en-gb","797736295703285760",2,FALSE,"http://pbs.twimg.com/profile_images/798100798164975616/4djdL0aB_normal.jpg",NA,NA
"ImmoralReport","#StopAbortion #StopIllegalAliens #NoAmnesty #DeportThemAll #BuildTheWall #SecureTheBorder #StopCommonCore #NoLibtards #StopGayMarriage #HillaryForPrison",449095,11462,1804,5703,NA,"StopTheMadness",2015-07-15 04:38:16,FALSE,FALSE,"ImmoralReport","","en","3376927462",1560,FALSE,"http://pbs.twimg.com/profile_images/635545990917849088/NmzMAAc6_normal.png",NA,NA
"valfromcali","‚ù§Ô∏è my husband, kids, rescue dogs, country! Photography is my passion Supporter of Military, Veterans & common sense! Proudly Red in a sea of Blue Ì†ºÌ∑∫Ì†ºÌ∑∏",121562,3452,126139,308,NA,"Valerie‚òÄÔ∏è",2013-03-22 18:08:33,FALSE,FALSE,"valfromcali","California Coast & Mountains ","en","1289323322",108,FALSE,"http://pbs.twimg.com/profile_images/804067669162872832/HbxNF2wo_normal.jpg",-121.7931502,36.6507163
"hubbard2015","",13926,421,8454,414,NA,"KYwomen4Trump",2015-04-24 17:39:44,FALSE,FALSE,"hubbard2015","","en","3201789399",38,FALSE,"http://pbs.twimg.com/profile_images/785250996830298112/yIONTJpi_normal.jpg",NA,NA
"lindarutter","Wife to Fred, Mom to Nick, Kirsten & Kaitlyn.Working & raising my family. I'm not entitled to anything other than life, liberty and the pursuit of happiness!",72979,11899,43747,13051,"https://t.co/mYjOXZ2l4p","Mrs. Rutter ‚Ñ¢",2009-02-20 17:41:23,FALSE,FALSE,"lindarutter","Toledo, Ohio","en","21416153",149,FALSE,"http://pbs.twimg.com/profile_images/672130243801559040/krR3ZhVJ_normal.jpg",-83.555212,41.6639383
"skaicue","",6775,201,1920,652,NA,"Indie",2010-08-10 23:59:22,FALSE,FALSE,"skaicue","Capital of Enchantment, USA","en","176991718",13,FALSE,"http://pbs.twimg.com/profile_images/555643107539034113/ViCxf_TY_normal.jpeg",-115.0359946,36.11841
"Towerheist66","Fun loving guy who can't be bothered with the majority of self-centered elitist MPs and pretentious people. Just write the facts please. #TrumpForPresident",1791,236,403,406,NA,"Deploramouse",2014-12-08 23:04:20,FALSE,FALSE,"Towerheist66","Scotland, Somewhere in Fife","en","2911750017",12,FALSE,"http://pbs.twimg.com/profile_images/599059750450495488/wtLC_WOx_normal.jpg",-122.3570664,47.2392665
"LarryJo08321326","Retired mecdhanic , machinist owner",13028,639,10429,801,NA,"Larry Jones",2016-03-23 17:33:58,FALSE,FALSE,"LarryJo08321326","Texas, USA","en","712693887991566338",42,FALSE,"http://pbs.twimg.com/profile_images/738547162892664832/NObZAShn_normal.jpg",-99.9018131,31.9685988
"MKkarstwalker","Cave and idea exploration, biotechnology, European history, option investing",6148,91,1810,79,NA,"MK13",2016-06-11 13:18:08,FALSE,FALSE,"MKkarstwalker","Tennessee, USA","en","741620531422584832",37,FALSE,"http://pbs.twimg.com/profile_images/741626616690806784/BlzanVUw_normal.jpg",-86.5804473,35.5174913
"SolutreanW","Race Warrior and dedicated defender of the sacred 14 Words!",1343,206,3498,107,NA,"SolutreanWarrior14",2016-09-25 00:09:28,FALSE,FALSE,"SolutreanW","","en-gb","779835170643972096",19,FALSE,"http://pbs.twimg.com/profile_images/796732361480212480/cMh_z3MP_normal.jpg",NA,NA
"tbreaking_news","News a day and time, 24 hours a day all year. I UNFOLLOW THOSE THAT DO NOT FOLLOW ME BACK.",25786,3111,74,4906,NA,"The Breaking News",2011-10-14 22:20:52,FALSE,FALSE,"tbreaking_news","Estados Unidos","es","391011687",22,FALSE,"http://pbs.twimg.com/profile_images/783415262590668800/RzJ0fp-W_normal.jpg",-95.712891,37.09024
"Lola4Trump","I breathe WHITE.",16500,12,14570,26,NA,"Lola",2016-07-30 17:39:13,FALSE,FALSE,"Lola4Trump","","en","759443240219049984",2,FALSE,"http://pbs.twimg.com/profile_images/776218698071748608/iGMuHCvH_normal.png",NA,NA
"Humanbeingish","",10816,249,4573,447,NA,"Human Being..honest!",2011-09-25 21:18:12,FALSE,FALSE,"Humanbeingish","Zeta Reticuli","en","379968726",43,FALSE,"http://pbs.twimg.com/profile_images/378800000049724538/d2f068016542861d4a9f1b91ad155bba_normal.jpeg",NA,NA
"mxrmill","Disagreeing with you doesn't mean I hate you.  Ph.D. in Common Sense.",16874,1579,3506,1900,NA,"You Just Got Trumped",2012-04-08 20:43:16,FALSE,FALSE,"mxrmill","","en","548705374",28,FALSE,"http://pbs.twimg.com/profile_images/804365615712481280/lFf005TN_normal.jpg",NA,NA
"127bama","Too much of my family's blood has been shed fighting for this country. I'll never give up on her. 
*Pray or worry, but not both.*  2A DAR  Roll Tide!",56765,5151,39938,5570,NA,"SusieQ4USA",2009-02-19 18:53:45,FALSE,FALSE,"127bama","South of Mason-Dixon ","en","21327035",115,FALSE,"http://pbs.twimg.com/profile_images/771513619922165760/pMSDA18R_normal.jpg",-89.327005,41.7120889
"SuperDriver318","I'm an owner-operator for a St. Louis intermodal trucking company. I push 18 in & around the STL region. *Conservative*Pro-Constitution*Pro-Israel*MolonLabe*",87202,2374,16127,2498,NA,"Todd Watson",2011-12-02 14:16:02,FALSE,FALSE,"SuperDriver318","St. Louis, MO","en","426647320",108,FALSE,"http://pbs.twimg.com/profile_images/515182688328626176/Hpm4HVUu_normal.jpeg",-90.3371889,38.6105426
"JoanneTarpon07","",62841,908,33511,128,NA,"Deplorable - Joanne",2016-01-27 18:30:46,FALSE,FALSE,"JoanneTarpon07","","en","4822039626",177,FALSE,"http://pbs.twimg.com/profile_images/797532161603579904/2up41BxC_normal.jpg",NA,NA
"Len194868","I am a Vietnam Veteran, My loyalty is to my God & Country",1672,68,1878,68,NA,"Len",2016-07-29 11:04:00,FALSE,FALSE,"Len194868","Chapin, SC","en","758981394626326528",4,FALSE,"http://pbs.twimg.com/profile_images/763053311834456064/OSAm5XDg_normal.jpg",-81.3498211,34.1659795
"Rayne1122","jews already see the present European states as tools in his fist, controlled indirectly by western democracy or directly by communism. Adolf Hitler 1927",11207,1205,34270,734,NA,"‚ò† Mrs Adolf HitlerÌ†ΩÌ∑°",2009-04-14 06:37:00,FALSE,FALSE,"Rayne1122","United States","en","31074395",29,FALSE,"http://pbs.twimg.com/profile_images/795980277214539776/r7ogbair_normal.jpg",-95.712891,37.09024
"Cheri_Kentucky","Disgusted by #AbuseOfPower #Fraud #Waste #Corruption #TransparencyFAIL #IncompetenceDotGov ...My heroes wear Camo, Patriot by constitution & faith",202816,3039,92720,884,"https://t.co/cIlSmpMYds","Cheri Kentucky Ì†ΩÌ∞∏",2013-03-25 21:36:18,FALSE,FALSE,"Cheri_Kentucky","","en","1301244769",333,FALSE,"http://pbs.twimg.com/profile_images/539103946498121728/sFJRtBxL_normal.jpeg",NA,NA
"DonaldTrumpWall","Articulating American Principles & Values 
Steadfast and Loyal, Join the Republic",59021,56128,58270,62678,"https://t.co/FaOqTiVdZE","DonaldTrumpWall",2014-06-17 00:00:04,FALSE,FALSE,"DonaldTrumpWall","","en","2571872893",561,FALSE,"http://pbs.twimg.com/profile_images/617457535851868160/EYPSz2qf_normal.jpg",NA,NA
"tahDeetz","hmmmm...",433082,9475,5032,10386,NA,"illegalDeetz",2009-04-01 02:36:49,FALSE,FALSE,"tahDeetz","Atlanta, Ga","en","28031362",667,FALSE,"http://pbs.twimg.com/profile_images/1895933365/Obama_baby2_normal.jpg",-84.3879824,33.7489954
"Ironwand","Tell the truth! Banned by Facebook, BBC, The Mail, Guardian, Express, Telegraph http://t.co/EujOYzBt & many other forums for doing so http://t.co/SMpAZ6kO",176216,16168,1607,15340,"http://t.co/lh5p7P7xTi","Michael Graham",2009-07-11 21:28:57,FALSE,FALSE,"Ironwand","London","en","55935057",255,FALSE,"http://pbs.twimg.com/profile_images/1366093884/Chargebrigade3_normal.jpg",-0.1277583,51.5073509
"KeweKrypto","",755,31,524,78,NA,"KeweKrypto",2016-11-12 22:54:15,FALSE,FALSE,"KeweKrypto","Georgia, USA","en","797573247441272833",2,FALSE,"http://pbs.twimg.com/profile_images/801123096715554816/jYhB8vpD_normal.jpg",-82.9000751,32.1656221
"treeofpeace","I am a wife, mother,a Ì†ΩÌ∞∂ lover.I ‚ù§Ô∏èmy family, my country! Voted 4 & support Trump, my president!",3824,195,2530,226,NA,"Deborah",2008-10-21 17:51:54,FALSE,FALSE,"treeofpeace","Virginia Beach, Va. US","en","16890140",27,FALSE,"http://pbs.twimg.com/profile_images/150971123/goddess_normal.jpg",-75.977985,36.8529263
"AricCee","A proud centrist! If you add me to a list I will automatically BLOCK YOU! #MAGA #PresidentTrump #DrainTheSwamp",20735,1573,1419,3298,NA,"Aric Cee",2009-04-17 00:41:45,FALSE,FALSE,"AricCee","Land of the free BITCH!","en","32225866",4,FALSE,"http://pbs.twimg.com/profile_images/788045855068680192/JF-TTeIQ_normal.jpg",NA,NA
"HumbleHater","An American wanting our stolen Liberties and Freedoms returned! Huge fan of Ron Paul, the U.S. Constitution, Dallas Cowboys, NBA, NY Yankees!",36164,1634,5616,2163,NA,"WILL Rock",2009-03-19 01:37:47,FALSE,FALSE,"HumbleHater","Cowboys Nation","en","25208451",121,FALSE,"http://pbs.twimg.com/profile_images/378800000605443202/d408d5babb25c07ab9d5b6ef23203246_normal.jpeg",-116.7884958,33.4901502
"mikewright1997","Not PC  Republican Trump ‚òÜUSA‚òÜ  #MAGA #MAKEAMERICAGREATAGAIN #TRUMPTRAIN #TRUMPSTRONG #DRAINTHESWAMP",37490,7400,28865,7975,NA,"Mike",2012-02-25 21:38:30,FALSE,FALSE,"mikewright1997","United States","en","503585510",83,FALSE,"http://pbs.twimg.com/profile_images/796369669657661440/-Ec-q57m_normal.jpg",-95.712891,37.09024
"JohnWUSMC","‚öî God ‚öîJesusChrist ‚öî Christian‚öî USMC ‚öî 2nd Amendment ‚öî ‚öîUSA ‚öî Israel ‚öî Pro Life‚öî opisis ‚öî opdaesh ‚öî BackTheBlue ‚öî #CCOT",113359,11214,100787,10892,NA,"Marine Warrior John",2016-02-11 05:21:43,FALSE,FALSE,"JohnWUSMC","Earth","en","4897039492",237,FALSE,"http://pbs.twimg.com/profile_images/793320281796448256/NRmZ8NWb_normal.jpg",-102.4107493,34.2331373
"KarenCFL23","Medical Transcriptionist.  Common Sense Conservative.  Trump Supporter.",65019,1133,69175,166,"https://t.co/7z06GuIptQ","Karen",2016-02-27 21:56:00,FALSE,FALSE,"KarenCFL23","Florida, USA","en","703700133742034946",137,FALSE,"http://pbs.twimg.com/profile_images/704025917644001280/xqZihGHi_normal.jpg",-81.5157535,27.6648274
"LaDawnWeeks2","A Christian Conservative who loves those who fight for the right, the Baylor Bears and TED CRUZ.",28964,201,41441,182,NA,"LaDawn",2013-09-05 18:21:28,FALSE,FALSE,"LaDawnWeeks2","","en","1732730755",27,FALSE,"http://pbs.twimg.com/profile_images/499937806773276674/Tqehe_VP_normal.jpeg",NA,NA
"coblos06","truth healthy mind&body sci-fi religion politics art music remote controlled anything food vintage pics&clothing conspiracy theories photography science",5873,143,3417,95,NA,"Carlos Alvarez",2015-09-16 23:25:25,FALSE,FALSE,"coblos06","United States","en","3679635195",29,FALSE,"http://pbs.twimg.com/profile_images/742837430756200448/d0y6BpzN_normal.jpg",-95.712891,37.09024
"Marksurman75","",19884,51,23435,18,NA,"Mark surman",2011-11-06 02:17:58,FALSE,FALSE,"Marksurman75","","en","405968999",7,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png",NA,NA
"jainiescowboy","If it ain't broke... don't fix it",360,116,3811,217,NA,"Janie's Cowboy",2016-10-28 14:24:41,FALSE,FALSE,"jainiescowboy","","en","792009192362024960",3,FALSE,"http://pbs.twimg.com/profile_images/792037310145503233/li1rWccU_normal.jpg",NA,NA
"Mb50Blog","Texas A&I (A&M) University - Kingsville, TX 1972 * Theta Kappa - ŒöŒ£ - ŒëŒïŒöŒîŒí",22316,944,1864,894,NA,"Mb50",2011-12-08 17:44:50,FALSE,FALSE,"Mb50Blog","","en","431781032",38,FALSE,"http://pbs.twimg.com/profile_images/3442546487/37d1172f2498c1cf5066fd2201feb2dd_normal.jpeg",NA,NA
"thereallordjeff","I'm just me. Enjoy me or not. I'm weird and you will be ok. I love science and learning. And really enjoy a good debate.",114,46,9096,147,NA,"Jeff Lord",2016-07-15 03:25:45,FALSE,FALSE,"thereallordjeff","","en","753792640466948096",1,FALSE,"http://pbs.twimg.com/profile_images/773230582243491840/avCM2W8O_normal.jpg",NA,NA
"GiftedNutter","#Nemesis #Truth #DirectDemocracy #Rightious #Affliction to any that would undermine #Freedom All views are my own...",21269,632,1648,535,NA,"Aurtur",2012-08-21 18:16:31,FALSE,FALSE,"GiftedNutter","UK","en","771989142",63,FALSE,"http://pbs.twimg.com/profile_images/758375132532531200/3lU_MUnQ_normal.jpg",-3.435973,55.378051
"EatorganicMv","#WeAreChange in Journalism
THEY FEAR THOSE WITH KNOWLEDGE‚ûïCONTROL THOSE WITHOUT @Lukewearechange‚Üîhttps://t.co/zoOhBqzgYc
 Click My Hashtags‚è©#MUSICJEEP #VINEJEEP ‚è™",12976,8563,22274,7981,"https://t.co/7rbyZKJK1K","‚ôèÌ†ºÌµ∞RiÌ†ºÌµæ",2014-08-05 16:37:29,FALSE,FALSE,"EatorganicMv","Êó•Êú¨","en","2709795373",167,FALSE,"http://pbs.twimg.com/profile_images/715996869894217730/0OCm8KEr_normal.jpg",138.252924,36.204824
"BlossomandBev","Grateful Follower of Jesus Christ, Ultra Conservative, Quilter, Traveler and Dog Slave",24613,3110,2825,2266,"http://t.co/2UPwAqMAyC","Blossom and Bev",2009-01-15 13:38:25,FALSE,FALSE,"BlossomandBev","Traveler","en","19021489",110,FALSE,"http://pbs.twimg.com/profile_images/472857703060996096/k4CebZRL_normal.jpeg",-68.8580999,46.0725456
"lililaboosh","Ì†ºÌøπ truthseeker Ì†ºÌøπ always at your feet or at your throat Ì†ΩÌ≤£ highly UNcivilized‚ö°Ô∏è i drink the tears of mine enemiesÌ†ºÌΩ∏*hic",1508,114,539,233,"https://t.co/DH3YFWdn7a","Ì†ºÌΩ∏Lili Laboosh",2016-08-21 05:49:53,FALSE,FALSE,"lililaboosh","where the green fern grows","en","767237265605193728",16,FALSE,"http://pbs.twimg.com/profile_images/803928195099721728/m5QXitmD_normal.jpg",-90.8944419,45.3789501
"Dave_White67","Photography, Fishing, and Shooting, I say what I want no matter what, Follow me I follow back",11846,777,647,1184,"https://t.co/LTYhZZvp19","Dave White",2010-09-11 00:41:24,FALSE,FALSE,"Dave_White67","Pennsylvania, USA","en","189340638",28,FALSE,"http://pbs.twimg.com/profile_images/711321187675201536/M8G9L72D_normal.jpg",-77.1945247,41.2033216
"X39283244","Off grid, off radar, 99% Galt since 2007",790,25,9,7,NA,"AntonBarbarian4TRUMP",2016-09-21 11:23:40,FALSE,FALSE,"X39283244","Vinland","en","778555287284383744",3,FALSE,"http://pbs.twimg.com/profile_images/779427969878126592/mt50r6tZ_normal.jpg",-95.181944,38.839444
"DrMartyFox","Father Grandfather Husband Conservative Patriot Plastic Surgeon Former & Occasional Talk Show Host",217688,113322,22994,31698,"https://t.co/zvDcTVyYaz","Dr. Marty Fox",2009-03-27 00:23:22,FALSE,FALSE,"DrMartyFox","","en","26900055",1500,FALSE,"http://pbs.twimg.com/profile_images/803579259826667521/IS_LRVTM_normal.jpg",NA,NA
"national_newsb","I'll be up news about australia and rest of the world.
help me to retweet for news have wider reach.",20455,2981,26,4997,NA,"National NewsB",2015-12-11 03:34:48,FALSE,FALSE,"national_newsb","Australia","es","4444245981",58,FALSE,"http://pbs.twimg.com/profile_images/797162989811994624/q6LkD5p1_normal.jpg",133.775136,-25.274398
"TomSull54155247","Tea Party Conservative, Constitutionalist, who clings to my guns & religion! Less government, more freedom! Pro-States Rights! #VoteThemAllOut",7364,1634,2081,1692,NA,"Tom Sullivan",2012-07-05 12:52:24,FALSE,FALSE,"TomSull54155247","United States","en","627440949",63,FALSE,"http://pbs.twimg.com/profile_images/378800000081816018/89a495ad7a7348172ba69e3dde520712_normal.jpeg",-95.712891,37.09024
"MatrisKrow","Caped Crusader. Winged Avenger. Creature of the Night. Vengeance. Batsy.",669,33,677,68,NA,"The Night",2016-11-20 01:21:47,FALSE,FALSE,"MatrisKrow","","en","800147091305529344",5,FALSE,"http://pbs.twimg.com/profile_images/800159344130015232/dYgDF2G0_normal.jpg",NA,NA
"Patriot_MM","#Patriot ~ #2ndAmendment~ ŒúŒüŒõŒ©Œù ŒõŒëŒíŒï ~ #NOamnesty ~#deport #ILLEGALaliens ~ ¬°Somos una Naci√≥n CON fronteras! ~ #hillary4prison #LockHerUp ~ #MAGA #Trump2016",79129,29583,576,31297,NA,"Deplorable Minuteman",2013-02-24 21:53:55,FALSE,FALSE,"Patriot_MM","#NEVERforgetBenghazi #hilLIARy","en","1216651544",333,FALSE,"http://pbs.twimg.com/profile_images/639195950578208768/ivipVwri_normal.jpg",NA,NA
"RobinLanter1","I am a conservitive Christian, and American. God save our Country! Vote Trump! 
Find me on Facebook if you like my twitter posts.",227,50,223,117,NA,"Robin Lanter",2016-10-15 20:23:14,FALSE,FALSE,"RobinLanter1","Arizona, USA","en","787388382884220928",0,FALSE,"http://pbs.twimg.com/profile_images/787644476709666816/-740VvIN_normal.jpg",-111.0937311,34.0489281
"JewelsinMo","#MAGA 2A Advocate deporting un-vetted refugees & Illegals; taking back the USA. Faith and customs MUST stand for our childrens children! NO LISTS!",70371,4166,79619,4957,NA,"TRUMP THAT!Ì†ºÌ∑∫Ì†ºÌ∑∏",2009-04-17 15:44:07,FALSE,FALSE,"JewelsinMo","","en","32452446",110,FALSE,"http://pbs.twimg.com/profile_images/706166232089649153/EPpkLgHW_normal.jpg",NA,NA
"gatses13","Conservative who loves this Great Country and is so Thankful for those who have and who are defending our liberty.  Proud Tea Party Member!!",8804,1516,914,2017,NA,"Michelle Gatses",2009-07-21 20:42:02,FALSE,FALSE,"gatses13","","en","58914463",11,FALSE,"http://pbs.twimg.com/profile_images/500828232/l_e166c682b1914c45f357f8349f323670_normal.jpg",NA,NA
"galerobinson16","NO LISTS I WILL BLOCK. well, changed my picture so I'm not an egg anymore. DJT supporter all the way.",11743,808,17244,908,NA,"Gale Robinson",2014-10-30 22:05:11,FALSE,FALSE,"galerobinson16","","en","2883976453",22,FALSE,"http://pbs.twimg.com/profile_images/784551282833055748/CfzzaOe1_normal.jpg",NA,NA
"kwteaparty","Kingwood TEA Party. Native Houstonian. #Constitutionalist #RuleOfLaw #TexasPlan #ConventionOfStates Universal #SchoolChoice #ESAs #EndCivilAssetForfeiture",37113,996,3522,599,"https://t.co/kN1IsZwvvp","Robin Lennon",2009-05-25 17:36:36,FALSE,FALSE,"kwteaparty","Kingwood, Texas","en","42447922",119,FALSE,"http://pbs.twimg.com/profile_images/792028681715580928/BBUkKETG_normal.jpg",-95.1902986,30.0575359
"LtColSaucyMinx","Ì†ΩÌ∫®‚ÄºÔ∏èWAR CAT‚ÄºÔ∏èÌ†ΩÌ∫® Ì†ΩÌ∞æ #MAGA (RP 18+) Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏",299,69,136,114,NA,"Lt.Col.Minx",2016-12-01 14:07:29,FALSE,FALSE,"LtColSaucyMinx","AMERICA THE BEAUTIFUL, USA","en","804326051790852096",0,FALSE,"http://pbs.twimg.com/profile_images/804403861242990592/NVvX2G0T_normal.jpg",-92.5694978,41.9646575
"glsander22","Not politically correct, Patriot, Avid Trump supporter, Common sense guy, Conservative.",4228,298,3206,403,NA,"Vote Trump!",2016-04-17 04:33:14,FALSE,FALSE,"glsander22","New Mexico, USA","en","721557104092274688",15,FALSE,"http://pbs.twimg.com/profile_images/737102292751515653/t1xOn8Ss_normal.jpg",-105.8700901,34.5199402
"jko417","Atlantic City NJ ‚ÄºÔ∏è NO Sense Of Humor Spin Off #PJNET #LNYBT #TCOT #NRA #2A #DOAC #Molonabe",224798,14165,81136,6374,NA,"JKO",2012-04-30 22:44:43,FALSE,FALSE,"jko417","United States","en","567626521",546,FALSE,"http://pbs.twimg.com/profile_images/658822580363776001/PJ5JXwji_normal.jpg",-95.712891,37.09024
